0.00000000 1.0000000000000000e+00
0.02000000 1.0202013400267558e+00
0.04000000 1.0408107741923880e+00
0.06000000 1.0618365465453596e+00
0.08000000 1.0832870676749589e+00
0.10000000 1.1051709180756473e+00
0.12000000 1.1274968515793760e+00
0.14000000 1.1502737988572274e+00
0.16000000 1.1735108709918098e+00
0.18000000 1.1972173631218102e+00
0.20000000 1.2214027581601696e+00
0.22000000 1.2460767305873812e+00
0.24000000 1.2712491503214047e+00
0.26000000 1.2969300866657720e+00
0.28000000 1.3231298123374369e+00
0.30000000 1.3498588075760030e+00
0.32000000 1.3771277643359570e+00
0.34000000 1.4049475905635935e+00
0.36000000 1.4333294145603406e+00
0.38000000 1.4622845894342245e+00
0.40000000 1.4918246976412701e+00
0.42000000 1.5219615556186337e+00
0.44000000 1.5527072185113364e+00
0.46000000 1.5840739849944816e+00
0.48000000 1.6160744021928932e+00
0.50000000 1.6487212707001002e+00
0.52000000 1.6820276496988589e+00
0.54000000 1.7160068621848297e+00
0.56000000 1.7506725002960717e+00
0.58000000 1.7860384307500443e+00
0.60000000 1.8221188003904780e+00
0.62000000 1.8589280418463110e+00
0.64000000 1.8964808793049195e+00
0.66000000 1.9347923344019993e+00
0.68000000 1.9738777322304146e+00
0.70000000 2.0137527074704424e+00
0.72000000 2.0544332106438530e+00
0.74000000 2.0959355144943297e+00
0.76000000 2.1382762204967833e+00
0.78000000 2.1814722654981651e+00
0.80000000 2.2255409284924301e+00
0.82000000 2.2704998375323679e+00
0.84000000 2.3163669767810524e+00
0.86000000 2.3631606937057557e+00
0.88000000 2.4108997064171698e+00
0.90000000 2.4596031111569086e+00
0.92000000 2.5092903899362557e+00
0.94000000 2.5599814183292295e+00
0.96000000 2.6116964734230739e+00
0.98000000 2.6644562419293729e+00
1.00000000 2.7182818284589998e+00
